date;senders;receivers
1947-10-10;"Fraser, Ronald G. J. (1899-1985); Deutschland (Britische Zone). Kontrollkommission (1945-1955)";Heisenberg, Werner (1901-1976)
1947-10-01;"Schrödinger, Erwin (1887-1961); Dublin Institute for Advanced Studies";Heisenberg, Werner (1901-1976)
1948-05-24;"Scherrer, Paul (1890-1969); Eidgenössische Technische Hochschule Zürich. Physikalisches Institut";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1947-10-16;Heisenberg, Werner (1901-1976);"Scherrer, Paul (1890-1969); Eidgenössische Technische Hochschule Zürich. Physikalisches Institut"
1947-10-16;Heisenberg, Werner (1901-1976);"Scherrer, Paul (1890-1969); Eidgenössische Technische Hochschule Zürich. Physikalisches Institut"
1947-10-06;Scherrer, Paul (1890-1969);Heisenberg, Werner (1901-1976)
1947-10-07;"Scherrer, Paul (1890-1969); Eidgenössische Technische Hochschule Zürich. Physikalisches Institut";"Heisenberg, Werner (1901-1976); Amaldi, Edoardo (1908-1989)"
1949-01-10;Heisenberg, Werner (1901-1976);Strassmann, Julius
1948-12-31;Strassmann, Julius;"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1950-06-08;Heisenberg, Werner (1901-1976);"Hahn, Otto (1879-1968); Max-Planck-Gesellschaft zur Förderung der Wissenschaften (1948-)"
1949-09-26;Heisenberg, Werner (1901-1976);Stern, Alexander W.
1949-08-27;Stern, Alexander W.;Heisenberg, Werner (1901-1976)
1949-11-01;Heisenberg, Werner (1901-1976);Courant, Richard (1888-1972)
1949-10-19;Härm, Richard (1909-1996);Heisenberg, Werner (1901-1976)
1950-09-16;"Giese, Annemarie; Max-Planck-Institut für Physik. Direktion. Sekretariat";Haglund, Stig
1950-09-11;"Giese, Annemarie; Max-Planck-Institut für Physik. Direktion. Sekretariat";Haglund, Stig
1950-05-24;Haglund, Stig;Heisenberg, Werner (1901-1976)
1950-05-13;Heisenberg, Werner (1901-1976);"Hama, Ryosuke; Tōkyō Daigaku (1877-1886)"
1950-02-22;"Hama, Ryosuke; Tōkyō Daigaku (1877-1886)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1948-10-30;Heisenberg, Werner (1901-1976);Unbekannt
1948-10-21;Unbekannt;Heisenberg, Werner (1901-1976)
1947-08-25;"Hartree, Douglas R.; Cavendish Laboratory (1873-)";Heisenberg, Werner (1901-1976)
1947-07-29;Heisenberg, Werner (1901-1976);"Hartree, Douglas R.; University of Manchester (2004-)"
1949-12-01;Heisenberg, Werner (1901-1976);"Hedvall, Johan Arvid (1888-1974); Chalmers tekniska högskola"
1949-11-25;"Hedvall, Johan Arvid (1888-1974); Chalmers tekniska högskola";"Heisenberg, Werner (1901-1976); Akademie der Wissenschaften zu Göttingen (1941-)"
1949-08-07;"Heitler, Walter (1904-1981); Dublin Institute for Advanced Studies";Heisenberg, Werner (1901-1976)
1949-07-22;Heisenberg, Werner (1901-1976);"Heitler, Walter (1904-1981); Eidgenössische Technische Hochschule Zürich. Physikalisches Institut"
1949-07-20;Heisenberg, Werner (1901-1976);"Heitler, Walter (1904-1981); Eidgenössische Technische Hochschule Zürich. Physikalisches Institut"
1949-07-14;"Heitler, Walter (1904-1981); Dublin Institute for Advanced Studies";Heisenberg, Werner (1901-1976)
1949-02-28;"Heitler, Walter (1904-1981); Dublin Institute for Advanced Studies";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1950-06-27;Helton, Bertha M.;"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1950-10-07;"Herzfeld, Karl F. (1892-1978); Catholic University of America (1887-)";Heisenberg, Werner (1901-1976)
1950-09-27;"Herzfeld, Karl F. (1892-1978); Catholic University of America (1887-)";Heisenberg, Werner (1901-1976)
1950-06-05;"Herzfeld, Karl F. (1892-1978); Catholic University of America (1887-)";Heisenberg, Werner (1901-1976)
1948-04-29;"Herzfeld, Karl F. (1892-1978); Catholic University of America (1887-)";Heisenberg, Werner (1901-1976)
1949-06-15;Hopf, Eberhard (1902-1983);"Heisenberg, Werner (1901-1976); Universität (Göttingen)/ Physikalisches Institut"
1950-06-20;Heisenberg, Werner (1901-1976);Hoppe, Walter (1917-1986)
1950-04-05;Hoppe, Walter (1917-1986);Heisenberg, Werner (1901-1976)
1950-05-01;Hoppe, Walter (1917-1986);Heisenberg, Werner (1901-1976)
1948-07-21;"Houston, William V. (1900-1968); Rice Institute (-1960)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1948-03-03;"Houston, William V. (1900-1968); Rice Institute (-1960)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1949-08-24;"Laue, Max von (1879-1960); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)";"Heisenberg, Werner (1901-1976); Schaefer, Clemens (1878-1968); Auwers, Otto von (1895-1949); Unsöld, Albrecht (1905-1995); Fucks, Wilhelm (1902-1990); Kratzer, Adolf (1893-1983); Meixner, Josef (1908-1994); Weizel, Walter (1901-1982); Schlechtweg, Heinz (1905-); Grützmacher, Martin (1901-1994)"
1949-07-21;"Laue, Max von (1879-1960); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)";"Heisenberg, Werner (1901-1976); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)"
1949-06-17;"Laue, Max von (1879-1960); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)";"Heisenberg, Werner (1901-1976); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)"
1949-06-16;"Mannkopff, Reinhold (1894-1978); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)";Heisenberg, Werner (1901-1976)
1949-06-13;"Mannkopff, Reinhold (1894-1978); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)";"Heisenberg, Werner (1901-1976); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)"
1949-01-11;"Mannkopff, Reinhold (1894-1978); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)";"Heisenberg, Werner (1901-1976); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)"
1948-09-18;"Mannkopff, Reinhold (1894-1978); Laue, Max von (1879-1960); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)";"Heisenberg, Werner (1901-1976); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)"
1948-08-19;"Mannkopff, Reinhold (1894-1978); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)";"Heisenberg, Werner (1901-1976); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)"
1948-06-17;"Laue, Max von (1879-1960); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)";"Heisenberg, Werner (1901-1976); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)"
1948-07-07;"Laue, Max von (1879-1960); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)";"Heisenberg, Werner (1901-1976); Regener, Erich (1881-1955) [vermutlich]; Meißner, Walther; Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)"
1947-04-13;"Laue, Max von (1879-1960); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)";"Heisenberg, Werner (1901-1976); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)"
1947-03-18;"Mannkopff, Reinhold (1894-1978); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)";Heisenberg, Werner (1901-1976) [vermutlich]
1947-04-28;"Laue, Max von (1879-1960); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)";"Heisenberg, Werner (1901-1976); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)"
1947-09-04;"Laue, Max von (1879-1960); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)";"Heisenberg, Werner (1901-1976); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)"
1950-01-18;"Santos, Anor Teixeira dos (1890-1958); Brasilien. Consulado Geral (Berlin) [vermutlich]";"Heisenberg, Werner (1901-1976); Georg-August-Universität Göttingen (1737-)"
1950-01-21;Heisenberg, Werner (1901-1976);"Santos, Anor Teixeira dos (1890-1958); Brasilien. Consulado Geral (Berlin)"
1950-07-05;"Martindale, E.; Scientific Research Branch (Göttingen)";"Heisenberg, Werner (1901-1976); Max-Planck-Gesellschaft zur Förderung der Wissenschaften (1948-)"
1950-07-10;Max-Planck-Institut für Physik. Direktion. Sekretariat;"Martindale, E.; Scientific Research Branch (Göttingen)"
1950-07-08;Max-Planck-Institut für Physik. Direktion. Sekretariat;"Martindale, E.; Scientific Research Branch (Göttingen)"
1949-01-20;"Blount, Bertie Kennedy (1907-); Scientific Research Branch (Göttingen)";Heisenberg, Werner (1901-1976)
1949-01;Fraser, Ronald G. J. (1899-1985);Heisenberg, Werner (1901-1976)
1948-11-08;"Fraser, Ronald G. J. (1899-1985); Scientific Research Branch (Göttingen)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1948-10-05;Max-Planck-Institut für Physik (1946-1958);"Fraser, Ronald G. J. (1899-1985); Scientific Research Branch (Göttingen)"
1948-10-02;"Fraser, Ronald G. J. (1899-1985); Scientific Research Branch (Göttingen)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1948-10-01;"Fraser, Ronald G. J. (1899-1985); Scientific Research Branch (Göttingen)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1948-05-05;"Hawkins; Scientific Research Branch (Göttingen)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1948-05-03;Heisenberg, Werner (1901-1976);"Hawkins; Scientific Research Branch (Göttingen)"
1948-04-03;Max-Planck-Institut für Physik (1946-1958);"Fraser, Ronald G. J. (1899-1985); Scientific Research Branch (Göttingen)"
1947-07-29;Heisenberg, Werner (1901-1976);Purchase, R.
1947-06-06;Heisenberg, Werner (1901-1976);Spedding, Frank
1947-06-05;Heisenberg, Werner (1901-1976);Fraser, Ronald G. J. (1899-1985)
1947-05-02;Purchase, R.;Beyerle, Konrad (1900-1979)
1947-08-18;Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945);Purchase, R.
1947-07-12;"Spedding, Frank; Scientific Research Branch (Göttingen)";Deutschland (Gebiet unter Alliierter Besatzung, Britische Zone)
1947-04-30;Heisenberg, Werner (1901-1976);Purchase, R.
1947-03-22;Heisenberg, Werner (1901-1976);Fraser, Ronald G. J. (1899-1985)
1947-03-04;Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945);Purchase, R.
1947-01-09;Heisenberg, Werner (1901-1976);"Fraser, Ronald G. J. (1899-1985); Scientific Research Branch (Göttingen)"
1946-12-03;Heisenberg, Werner (1901-1976);"Fraser, Ronald G. J. (1899-1985); Scientific Research Branch (Göttingen)"
1946-12-01;"Fraser, Ronald G. J. (1899-1985); Scientific Research Branch (Göttingen)";Heisenberg, Werner (1901-1976)
1946-11-30;Unbekannt;Unbekannt
1946-11-19;"Fraser, Ronald G. J. (1899-1985); Scientific Research Branch (Göttingen)";Heisenberg, Werner (1901-1976)
1946-11-15;Purchase, R.;Heisenberg, Werner (1901-1976)
1946-11;"Purchase, R.; Scientific Research Branch (Göttingen)";Heisenberg, Werner (1901-1976)
1946-10-19;Heisenberg, Werner (1901-1976);Fraser, Ronald G. J. (1899-1985)
1946-10-19;Heisenberg, Werner (1901-1976);Fraser, Ronald G. J. (1899-1985)
1946-10-12;"Heisenberg, Werner (1901-1976); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)";Fraser, Ronald G. J. (1899-1985)
1946-10-07;Heisenberg, Werner (1901-1976);Fraser, Ronald G. J. (1899-1985)
1946-10-03;Heisenberg, Werner (1901-1976);Purchase, R.
1946-04-05;Heisenberg, Werner (1901-1976);Fraser, Ronald G. J. (1899-1985)
1949-05-20;Niederlande. Consulaat (Hannover);Max-Planck-Institut für Physik (1946-1958)
1949-05-10;Max-Planck-Institut für Physik (1946-1958);"Unbekannt; Niederlande. Consulaat (Hannover)"
1949-07-13;"Unbekannt; Italien. Consolato Generale (Hamburg)";Heisenberg, Werner (1901-1976)
1949-07-09;"Unbekannt; Max-Planck-Institut für Physik. Direktion. Sekretariat";Italien. Consolato Generale (Hamburg)
1949-07-05;"Unbekannt; Italien. Consolato Generale (Hamburg)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1949-06-28;"Unbekannt; Max-Planck-Institut für Physik. Direktion. Sekretariat [vermutlich]";Italien. Consolato Generale (Hamburg)
1949-01-29;Max-Planck-Institut für Physik. Direktion. Sekretariat [vermutlich];"Unbekannt; Italien. Consolato Generale (Hamburg)"
1948-11-25;"Unbekannt; Italien. Consolato Generale (Hamburg)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1948-11-16;"Unbekannt; Italien. Consolato Generale (Hamburg)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1948-11-03;Heisenberg, Werner (1901-1976);Italien. Consolato Generale (Frankfurt, Main)
1949-07-05;Max-Planck-Institut für Physik. Direktion. Sekretariat;Schweiz. Konsulat (Hannover)
1949-07-07;Schweiz. Konsulat (Hannover);Heisenberg, Werner (1901-1976)
1949-07-01;Schweiz. Konsulat (Hannover);Max-Planck-Institut für Physik (1946-1958)
1949-06-28;Max-Planck-Institut für Physik (1946-1958);Schweiz. Konsulat (Hannover)
1949-08-22;Max-Planck-Institut für Physik. Direktion. Sekretariat;Schweiz. Konsulat (Hannover)
1949-02-22;Max-Planck-Institut für Physik (1946-1958);Schweiz. Konsulat (Hannover)
1949-02-17;Schweiz. Konsulat (Hannover);Heisenberg, Werner (1901-1976)
1949-02-14;Heisenberg, Werner (1901-1976);Schweiz. Konsulat (Hannover)
1948-03-23;Heisenberg, Werner (1901-1976);Schweiz. Konsulat (Hannover)
1948-04-01;Schweiz. Konsulat (Hannover);Heisenberg, Werner (1901-1976)
1948-04-21;Heisenberg, Werner (1901-1976);Schweiz. Konsulat (Hannover)
1948-04-03;"Daudin, Jean; Observatoire du Pic-du-Midi (Bagnères-de-Bigorre)";Heisenberg, Werner (1901-1976)
1950-10-05;Watanabe-Dauer, Dorothea;Heisenberg, Werner (1901-1976)
1950-07-11;Heisenberg, Werner (1901-1976);Watanabe-Dauer, Dorothea
1950-07-09;Watanabe-Dauer, Dorothea;Heisenberg, Werner (1901-1976)
1948-04-13;Dällenbach, Walter;Heisenberg, Werner (1901-1976)
1946-03-21;Dean, Edgar P.;"Heisenberg, Werner (1901-1976); Hahn, Otto (1879-1968); Kaiser-Wilhelm-Gesellschaft zur Förderung der Wissenschaften (1911-1948)"
1949-10-28;Heisenberg, Werner (1901-1976);Dee, Philip Ivor (1904-1983)
1950-04-10;Dejon, Edmund;Heisenberg, Werner (1901-1976)
1949-02-16;Heisenberg, Werner (1901-1976);Université de Liège (1817-)
1949-01-25;Université de Liège;Heisenberg, Werner (1901-1976)
1947-07-09;Heisenberg, Werner (1901-1976);Université de Liège (1817-)
1947-06-30;Université de Liège;Heisenberg, Werner (1901-1976)
1949-05-25;Heisenberg, Werner (1901-1976);Destouches, Jean-Louis
1949-07-18;"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)";Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)
1949-11-07;"Becker, Richard (1887-1955); Kopfermann, Hans (1895-1963); Meyer, Erwin; Pohl, Robert Wichard (1884-1976); Georg-August-Universität Göttingen. Fakultät für Physik";Heisenberg, Werner (1901-1976)
1949-06-18;"Mannkopff, Reinhold (1894-1978); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1949-05-18;"Becker, Richard (1887-1955); Kopfermann, Hans (1895-1963); Meyer, Erwin; Pohl, Robert Wichard (1884-1976); Georg-August-Universität Göttingen. Fakultät für Physik";Heisenberg, Werner (1901-1976)
1949-05-04;"Becker, Richard (1887-1955); Kopfermann, Hans (1895-1963); Meyer, Erwin; Pohl, Robert Wichard (1884-1976); Georg-August-Universität Göttingen. Fakultät für Physik";Heisenberg, Werner (1901-1976)
1949-02-01;"Mannkopff, Reinhold (1894-1978); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)";Heisenberg, Werner (1901-1976)
1949-01-10;Heisenberg, Werner (1901-1976);Sommerfeld, Arnold (1868-1951)
1948-12-30;Sommerfeld, Arnold (1868-1951);Heisenberg, Werner (1901-1976)
1948-04-30;"Mannkopff, Reinhold (1894-1978); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)";Heisenberg, Werner (1901-1976)
1948-07-31;"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik. Direktion. Sekretariat";"Auwers, Otto von (1895-1949); Bergakademie Clausthal (1864-1963)"
1948-02-03;"Laue, Max von (1879-1960); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)";Heisenberg, Werner (1901-1976)
1947-09-22;"Laue, Max von (1879-1960); Deutsche Physikalische Gesellschaft (1899-1945)";Heisenberg, Werner (1901-1976)
1947-03-29;"Mannkopff, Reinhold (1894-1978); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)";Heisenberg, Werner (1901-1976)
1947-02-28;"Mannkopff, Reinhold (1894-1978); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)";Heisenberg, Werner (1901-1976)
1947-02-02;"Mannkopff, Reinhold (1894-1978); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)";Heisenberg, Werner (1901-1976)
1947-01-30;"Heisenberg, Werner (1901-1976); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)";Fraser, Ronald G. J. (1899-1985)
1947-01-20;Heisenberg, Werner (1901-1976);Laue, Max von (1879-1960)
1947-01-19;Laue, Max von (1879-1960);Heisenberg, Werner (1901-1976)
1946-12;"Mannkopff, Reinhold (1894-1978); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)";
1946-12-29;"Mannkopff, Reinhold (1894-1978); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)";Heisenberg, Werner (1901-1976)
1946-12-23;"Mannkopff, Reinhold (1894-1978); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)";Heisenberg, Werner (1901-1976)
1949-11-21;"Batchelor, G. K. (1920-2000); University of Cambridge (1209-)";Heisenberg, Werner (1901-1976)
1949-04-27;Heisenberg, Werner (1901-1976);Batchelor, G. K. (1920-2000)
1949-03-05;Batchelor, G. K. (1920-2000);Heisenberg, Werner (1901-1976)
1949-02-17;Heisenberg, Werner (1901-1976);Batchelor, G. K. (1920-2000)
1949-01-23;Batchelor, G. K. (1920-2000);Heisenberg, Werner (1901-1976)
1948-12-17;Heisenberg, Werner (1901-1976);Batchelor, G. K. (1920-2000)
1948-12-04;Batchelor, G. K. (1920-2000);Heisenberg, Werner (1901-1976)
1948-10-02;Heisenberg, Werner (1901-1976);Batchelor, G. K. (1920-2000)
1948-09-18;"Batchelor, G. K. (1920-2000); Trinity College Cambridge (1546-)";Heisenberg, Werner (1901-1976)
1948-08-31;Heisenberg, Werner (1901-1976);"Batchelor, G. K. (1920-2000); University of Cambridge (1209-)"
1948-08-19;"Batchelor, G. K. (1920-2000); Trinity College Cambridge (1546-)";Heisenberg, Werner (1901-1976)
1950-07-28;"Blount, Bertie Kennedy (1907-); The Athenaeum (London)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1950-07-18;Heisenberg, Werner (1901-1976);"Blount, Bertie Kennedy (1907-); The Athenaeum (London)"
1950-07-13;"Blount, Bertie Kennedy (1907-); The Athenaeum (London)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1950-07-04;Heisenberg, Werner (1901-1976);"Blount, Bertie Kennedy (1907-); The Athenaeum (London)"
1950-06-28;"Blount, Bertie Kennedy (1907-); The Athenaeum (London)";"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)"
1950-01-05;"Blount, Bertie Kennedy (1907-); The Athenaeum (London)";"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)"
1947-11-14;"Blount, Bertie Kennedy (1907-); The Athenaeum (London)";Heisenberg, Werner (1901-1976)
1946-11-04;Heisenberg, Werner (1901-1976);Blount, Bertie Kennedy (1907-)
1946-10-17;Blount, Bertie Kennedy (1907-);Heisenberg, Werner (1901-1976)
